ISSUEDATE,CREATEDBYTYPE,JOBTYPE,COUNTLICENSES
2017-06-28 10:26:24,Online,Application,1
2017-06-28 10:46:59,Staff,Application,1
2017-06-28 10:56:38,Online,Application,1
2017-06-28 11:14:21,Online,Application,1
2017-06-28 11:17:03,Staff,Application,1
2017-06-28 11:34:16,Online,Application,1
2017-06-28 11:46:02,Online,Application,1
2017-06-28 11:47:57,Online,Application,1
2017-06-28 11:50:37,Staff,Application,1
2017-06-28 11:53:29,Staff,Application,1
2017-06-28 12:15:57,Staff,Application,1
2017-06-28 12:21:15,Online,Application,1
2017-06-28 12:25:50,Online,Application,1
2017-06-28 12:40:54,Online,Application,1
2017-06-28 12:48:44,Staff,Application,1
2017-06-28 12:52:49,Online,Application,1
2017-06-28 13:04:15,Staff,Application,1
2017-06-28 13:12:26,Staff,Application,1
2017-06-28 13:50:18,Online,Application,1
2017-06-28 13:57:09,Online,Application,1
2017-06-28 14:29:06,Online,Application,1
2017-06-28 14:46:03,Online,Application,1
2017-06-28 14:52:35,Online,Application,1
2017-06-28 14:55:46,Online,Application,1
2017-06-28 16:16:02,Online,Application,1
2017-06-28 17:48:07,Online,Application,1
2017-06-28 17:55:17,Online,Application,1
2017-06-28 19:38:35,Online,Application,1
2017-06-29 00:00:00,Online,Renewal,4
2017-06-29 00:00:00,Staff,Renewal,100
2017-06-29 08:22:17,Online,Application,1
2017-06-29 08:45:29,Staff,Application,1
2017-06-29 09:24:07,Online,Application,1
2017-06-29 09:36:57,Online,Application,1
2017-06-29 09:53:34,Staff,Application,1
2017-06-29 09:57:10,Online,Application,1
2017-06-29 09:58:13,Staff,Application,1
2017-06-29 10:08:38,Online,Application,1
2017-06-29 10:13:53,Online,Application,1
2017-06-29 10:25:21,Staff,Application,1
2017-06-29 10:31:43,Online,Application,1
2017-06-29 11:19:55,Online,Application,1
2017-06-29 11:21:53,Online,Application,1
2017-06-29 11:27:19,Online,Application,1
2017-06-29 11:41:58,Online,Application,1
2017-06-29 11:43:44,Online,Application,1
2017-06-29 11:47:21,Online,Application,1
2017-06-29 11:51:51,Staff,Application,1
2017-06-29 11:52:14,Online,Application,1
2017-06-29 11:54:24,Online,Application,1
2017-06-29 12:00:23,Staff,Application,1
2017-06-29 12:11:51,Online,Application,1
2017-06-29 12:17:36,Online,Application,1
2017-06-29 12:18:52,Online,Application,1
2017-06-29 12:28:44,Online,Application,1
2017-06-29 12:36:15,Online,Application,1
2017-06-29 12:37:34,Staff,Application,1
2017-06-29 12:41:18,Staff,Application,1
2017-06-29 12:42:35,Online,Application,1
2017-06-29 12:49:38,Staff,Application,1
2017-06-29 13:11:36,Online,Application,1
2017-06-29 13:12:52,Online,Application,1
2017-06-29 13:20:11,Online,Application,1
2017-06-29 13:36:10,Staff,Application,1
2017-06-29 13:39:00,Online,Application,1
2017-06-29 13:50:12,Staff,Application,1
2017-06-29 14:04:17,Online,Application,1
2017-06-29 14:15:36,Online,Application,1
2017-06-29 14:18:12,Online,Application,1
2017-06-29 14:20:45,Online,Application,1
2017-06-29 14:31:28,Staff,Application,1
2017-06-29 14:45:29,Staff,Application,1
2017-06-29 14:47:13,Online,Application,1
2017-06-29 15:14:09,Staff,Application,1
2017-06-29 15:21:23,Online,Application,1
2017-06-29 15:26:39,Staff,Application,1
2017-06-29 15:52:49,Online,Application,1
2017-06-29 15:56:07,Online,Application,1
2017-06-29 15:58:08,Online,Application,1
2017-06-29 16:11:47,Staff,Application,1
2017-06-29 16:22:20,Online,Application,2
2017-06-29 16:29:16,Online,Application,1
2017-06-29 16:45:44,Online,Application,1
2017-06-29 17:17:33,Online,Application,1
2017-06-29 17:17:38,Online,Application,1
2017-06-29 18:29:33,Online,Application,1
2017-06-29 19:23:51,Online,Application,1
2017-06-30 00:00:00,Online,Renewal,6
2017-06-30 00:00:00,Staff,Renewal,154
2017-06-30 00:54:36,Staff,Application,1
2017-06-30 00:54:44,Staff,Application,1
2017-06-30 00:54:52,Staff,Application,1
2017-06-30 00:55:00,Staff,Application,1
2017-06-30 00:55:08,Staff,Application,1
2017-06-30 00:55:16,Staff,Application,1
2017-06-30 00:55:23,Staff,Application,1
2017-06-30 00:55:31,Staff,Application,1
2017-06-30 01:01:14,Staff,Application,1
2017-06-30 01:01:21,Staff,Application,1
2017-06-30 01:01:28,Staff,Application,1
2017-06-30 01:01:38,Staff,Application,1
2017-06-30 01:01:45,Staff,Application,1
2017-06-30 01:01:52,Staff,Application,1
2017-06-30 01:02:02,Staff,Application,1
2017-06-30 01:02:09,Staff,Application,1
2017-06-30 01:02:16,Staff,Application,1
2017-06-30 01:02:23,Staff,Application,1
2017-06-30 01:02:30,Staff,Application,1
2017-06-30 01:02:37,Staff,Application,1
2017-06-30 01:02:44,Staff,Application,1
2017-06-30 01:02:51,Staff,Application,1
2017-06-30 01:02:59,Staff,Application,1
2017-06-30 01:03:08,Online,Application,1
2017-06-30 01:03:15,Online,Application,1
2017-06-30 01:03:25,Online,Application,1
2017-06-30 01:03:32,Online,Application,1
2017-06-30 08:34:14,Staff,Application,1
2017-06-30 08:38:59,Online,Application,1
2017-06-30 09:07:08,Online,Application,1
2017-06-30 09:16:20,Online,Application,1
2017-06-30 09:23:26,Staff,Application,1
2017-06-30 09:41:00,Staff,Application,1
2017-06-30 09:45:53,Online,Application,1
2017-06-30 10:06:27,Staff,Application,1
2017-06-30 10:06:49,Online,Application,1
2017-06-30 10:18:35,Online,Application,1
2017-06-30 10:21:30,Online,Application,1
2017-06-30 10:25:27,Staff,Application,1
2017-06-30 10:31:50,Online,Application,1
2017-06-30 10:41:42,Online,Application,1
2017-06-30 10:53:51,Staff,Application,1
2017-06-30 10:56:55,Online,Application,1
2017-06-30 11:03:56,Online,Application,1
2017-06-30 11:06:06,Staff,Application,1
2017-06-30 11:24:51,Staff,Application,1
2017-06-30 11:32:10,Online,Application,1
2017-06-30 11:33:18,Online,Application,1
2017-06-30 11:47:09,Online,Application,1
2017-06-30 11:48:56,Staff,Application,1
2017-06-30 12:00:12,Staff,Application,1
2017-06-30 12:10:45,Staff,Application,1
2017-06-30 12:19:11,Online,Application,1
2017-06-30 12:42:16,Online,Application,1
2017-06-30 12:44:29,Staff,Application,1
2017-06-30 12:45:37,Online,Application,1
2017-06-30 12:51:29,Online,Application,1
2017-06-30 12:59:26,Staff,Application,1
2017-06-30 12:59:35,Online,Application,1
2017-06-30 13:00:24,Staff,Application,1
2017-06-30 13:10:20,Online,Application,1
2017-06-30 13:15:47,Staff,Application,1
2017-06-30 13:28:53,Online,Application,1
2017-06-30 13:29:10,Staff,Application,1
2017-06-30 13:41:39,Staff,Application,1
2017-06-30 13:44:25,Staff,Application,1
2017-06-30 13:51:45,Staff,Application,1
2017-06-30 13:52:06,Online,Application,1
2017-06-30 13:55:18,Online,Application,1
2017-06-30 13:55:21,Online,Application,2
2017-06-30 14:02:42,Staff,Application,1
2017-06-30 14:10:10,Staff,Application,1
2017-06-30 14:16:15,Staff,Application,1
2017-06-30 14:16:58,Online,Application,1
2017-06-30 14:21:32,Staff,Application,1
2017-06-30 14:42:40,Online,Application,1
2017-06-30 14:46:02,Staff,Application,1
2017-06-30 15:00:59,Staff,Application,1
2017-06-30 15:10:28,Online,Application,1
2017-06-30 15:14:54,Staff,Application,1
2017-06-30 15:24:04,Staff,Application,1
2017-06-30 15:28:43,Staff,Application,1
2017-06-30 15:34:43,Online,Application,1
2017-06-30 15:35:13,Staff,Application,1
2017-06-30 15:36:53,Online,Application,1
2017-06-30 15:55:06,Online,Application,1
2017-06-30 15:55:54,Staff,Application,1
2017-06-30 15:59:05,Staff,Application,1
2017-06-30 16:00:42,Staff,Application,1
2017-06-30 16:11:56,Staff,Application,1
2017-06-30 16:12:18,Staff,Application,1
2017-06-30 16:16:54,Staff,Application,1
2017-06-30 16:21:15,Staff,Application,1
2017-06-30 16:29:52,Staff,Application,1
2017-06-30 16:35:51,Staff,Application,1
2017-06-30 16:52:17,Staff,Application,1
2017-06-30 16:56:25,Staff,Application,1
2017-06-30 16:59:48,Staff,Application,1
2017-06-30 17:03:32,Staff,Application,1
2017-06-30 17:09:23,Staff,Application,1
2017-06-30 17:57:05,Online,Application,1
2017-06-30 20:06:15,Online,Application,1
2017-06-30 20:27:46,Online,Application,1
2017-07-01 00:00:00,Online,Renewal,2
2017-07-01 00:00:00,Staff,Renewal,58
2017-07-01 00:58:21,Staff,Application,1
2017-07-01 00:58:29,Staff,Application,1
2017-07-01 00:58:37,Online,Application,1
2017-07-01 00:58:45,Staff,Application,1
2017-07-01 00:58:53,Staff,Application,1
2017-07-01 00:59:01,Staff,Application,1
2017-07-01 00:59:12,Staff,Application,1
2017-07-01 00:59:23,Staff,Application,1
2017-07-01 00:59:31,Staff,Application,1
2017-07-01 00:59:39,Staff,Application,1
2017-07-01 00:59:51,Staff,Application,1
2017-07-01 00:59:58,Staff,Application,1
2017-07-01 01:00:06,Staff,Application,1
2017-07-01 01:00:15,Staff,Application,1
2017-07-01 01:00:23,Staff,Application,1
2017-07-01 01:00:31,Staff,Application,1
2017-07-01 01:00:39,Staff,Application,1
2017-07-01 01:00:47,Staff,Application,1
2017-07-01 01:00:55,Staff,Application,1
2017-07-01 01:01:03,Staff,Application,1
2017-07-01 01:01:11,Staff,Application,1
2017-07-01 01:01:20,Staff,Application,1
2017-07-01 01:02:03,Staff,Application,1
2017-07-01 01:02:11,Staff,Application,1
2017-07-01 01:02:18,Staff,Application,1
2017-07-01 01:02:26,Staff,Application,1
2017-07-01 01:02:37,Staff,Application,1
2017-07-01 01:02:44,Staff,Application,1
2017-07-01 01:02:55,Staff,Application,1
2017-07-01 01:03:03,Staff,Application,1
2017-07-01 01:03:11,Staff,Application,1
2017-07-01 01:03:19,Staff,Application,1
2017-07-01 01:03:27,Staff,Application,1
2017-07-01 01:08:28,Staff,Application,1
2017-07-01 01:08:42,Staff,Application,1
2017-07-01 01:08:50,Staff,Application,1
2017-07-01 01:09:01,Staff,Application,1
2017-07-01 01:09:09,Staff,Application,1
2017-07-01 01:09:17,Staff,Application,1
2017-07-01 01:09:25,Staff,Application,1
2017-07-01 01:09:33,Staff,Application,1
2017-07-01 01:09:41,Staff,Application,1
2017-07-01 01:09:48,Online,Application,1
2017-07-01 01:09:57,Staff,Application,1
2017-07-01 01:11:37,Online,Application,1
2017-07-01 01:11:51,Online,Application,1
2017-07-01 01:11:59,Online,Application,1
2017-07-01 01:12:06,Online,Application,1
2017-07-01 01:12:14,Online,Application,1
2017-07-01 01:12:22,Online,Application,1
2017-07-01 01:12:30,Online,Application,1
2017-07-01 01:12:41,Staff,Application,1
2017-07-01 01:12:48,Staff,Application,1
2017-07-01 01:12:56,Staff,Application,1
2017-07-01 10:37:26,Online,Application,1
2017-07-01 12:05:28,Online,Application,1
2017-07-01 13:09:56,Online,Application,1
2017-07-02 00:00:00,Online,Renewal,2
2017-07-02 00:00:00,Staff,Renewal,40
2017-07-02 13:35:01,Online,Application,1
2017-07-02 14:12:56,Online,Application,1
2017-07-02 17:22:30,Online,Application,1
2017-07-02 20:01:47,Online,Application,1
2017-07-03 00:00:00,Online,Renewal,11
2017-07-03 00:00:00,Staff,Renewal,95
2017-07-03 08:24:10,Online,Application,1
2017-07-03 08:33:51,Staff,Application,1
2017-07-03 08:59:44,Staff,Application,1
2017-07-03 09:24:06,Staff,Application,1
2017-07-03 09:46:11,Online,Application,2
2017-07-03 09:49:45,Online,Application,1
2017-07-03 09:49:46,Online,Application,1
2017-07-03 09:52:27,Online,Application,1
2017-07-03 09:58:36,Online,Application,1
2017-07-03 10:20:25,Online,Application,1
2017-07-03 10:21:28,Online,Application,1
2017-07-03 10:21:57,Online,Application,1
2017-07-03 10:24:01,Online,Application,1
2017-07-03 10:26:00,Online,Application,1
2017-07-03 10:26:16,Online,Application,1
2017-07-03 10:26:52,Online,Application,1
2017-07-03 10:37:13,Online,Application,1
2017-07-03 10:38:51,Online,Application,1
2017-07-03 10:39:20,Online,Application,1
2017-07-03 10:41:26,Online,Application,2
2017-07-03 10:43:58,Online,Application,1
2017-07-03 10:44:14,Staff,Application,1
2017-07-03 10:47:06,Online,Application,1
2017-07-03 11:01:38,Online,Application,1
2017-07-03 11:01:53,Online,Application,1
2017-07-03 11:05:00,Online,Application,1
2017-07-03 11:05:03,Online,Application,1
2017-07-03 11:05:27,Online,Application,1
2017-07-03 11:13:41,Online,Application,1
2017-07-03 11:16:13,Online,Application,1
2017-07-03 11:18:37,Online,Application,1
2017-07-03 11:19:27,Online,Application,1
2017-07-03 11:19:43,Online,Application,1
2017-07-03 11:20:03,Online,Application,1
2017-07-03 11:20:24,Online,Application,1
2017-07-03 11:22:36,Staff,Application,1
2017-07-03 11:28:32,Online,Application,2
2017-07-03 11:34:12,Online,Application,1
2017-07-03 11:35:33,Online,Application,1
2017-07-03 11:37:45,Online,Application,1
2017-07-03 11:38:17,Online,Application,1
2017-07-03 11:43:59,Online,Application,1
2017-07-03 11:45:10,Online,Application,1
2017-07-03 11:47:15,Online,Application,1
2017-07-03 11:49:07,Online,Application,1
2017-07-03 11:55:59,Online,Application,1
2017-07-03 11:57:44,Online,Application,1
2017-07-03 11:58:01,Online,Application,1
2017-07-03 11:58:46,Online,Application,1
2017-07-03 12:09:06,Staff,Application,1
2017-07-03 12:11:57,Online,Application,1
2017-07-03 12:13:39,Online,Application,1
2017-07-03 12:14:49,Online,Application,1
2017-07-03 12:15:41,Online,Application,2
2017-07-03 12:15:48,Online,Application,1
2017-07-03 12:20:38,Online,Application,1
2017-07-03 12:21:16,Online,Application,1
2017-07-03 12:22:48,Online,Application,1
2017-07-03 12:23:20,Online,Application,1
2017-07-03 12:25:37,Online,Application,1
2017-07-03 12:27:32,Staff,Application,1
2017-07-03 12:27:40,Online,Application,2
2017-07-03 12:28:52,Online,Application,1
2017-07-03 12:47:15,Staff,Application,1
2017-07-03 12:49:12,Online,Application,1
2017-07-03 12:50:15,Online,Application,1
2017-07-03 12:53:45,Online,Application,1
2017-07-03 12:54:17,Online,Application,1
2017-07-03 12:55:09,Online,Application,1
2017-07-03 12:55:25,Online,Application,1
2017-07-03 12:59:04,Staff,Application,1
2017-07-03 13:06:21,Staff,Application,1
2017-07-03 13:11:48,Online,Application,1
2017-07-03 13:13:01,Staff,Application,1
2017-07-03 13:17:56,Staff,Application,1
2017-07-03 13:27:26,Online,Application,1
2017-07-03 13:28:10,Staff,Application,1
2017-07-03 13:33:39,Online,Application,1
2017-07-03 13:34:25,Online,Application,1
2017-07-03 13:37:08,Online,Application,1
2017-07-03 13:37:28,Online,Application,1
2017-07-03 13:38:43,Online,Application,1
2017-07-03 13:38:59,Online,Application,1
2017-07-03 13:39:31,Online,Application,1
2017-07-03 13:40:15,Online,Application,1
2017-07-03 13:41:18,Online,Application,1
2017-07-03 13:42:57,Online,Application,1
2017-07-03 13:48:53,Online,Application,1
2017-07-03 13:49:05,Online,Application,1
2017-07-03 13:51:22,Online,Application,1
2017-07-03 13:52:00,Online,Application,1
2017-07-03 13:52:49,Online,Application,1
2017-07-03 13:54:09,Online,Application,1
2017-07-03 13:54:11,Online,Application,2
2017-07-03 13:54:12,Online,Application,1
2017-07-03 13:54:34,Online,Application,1
2017-07-03 13:54:58,Staff,Application,1
2017-07-03 13:55:07,Online,Application,1
2017-07-03 13:55:45,Online,Application,1
2017-07-03 13:55:48,Online,Application,1
2017-07-03 13:56:31,Online,Application,1
2017-07-03 13:57:37,Online,Application,1
2017-07-03 14:02:05,Online,Application,1
2017-07-03 14:05:04,Online,Application,1
2017-07-03 14:06:05,Staff,Application,1
2017-07-03 14:06:25,Online,Application,1
2017-07-03 14:14:28,Online,Application,1
2017-07-03 14:18:40,Staff,Application,1
2017-07-03 14:23:44,Online,Application,1
2017-07-03 14:25:18,Staff,Application,1
2017-07-03 14:29:11,Staff,Application,1
2017-07-03 14:30:35,Staff,Application,1
2017-07-03 14:35:28,Staff,Application,1
2017-07-03 14:35:30,Online,Application,1
2017-07-03 14:37:08,Staff,Application,1
2017-07-03 14:37:44,Online,Application,1
2017-07-03 14:40:04,Staff,Application,1
2017-07-03 14:42:55,Staff,Application,1
2017-07-03 14:44:49,Staff,Application,1
2017-07-03 14:46:35,Staff,Application,1
2017-07-03 14:47:26,Online,Application,1
2017-07-03 14:59:44,Staff,Application,1
2017-07-03 15:03:12,Online,Application,1
2017-07-03 15:05:54,Staff,Application,1
2017-07-03 15:08:45,Staff,Application,1
2017-07-03 15:09:07,Staff,Application,1
2017-07-03 15:12:30,Staff,Application,1
2017-07-03 15:16:24,Staff,Application,1
2017-07-03 15:19:08,Staff,Application,1
2017-07-03 15:26:52,Staff,Application,1
2017-07-03 15:40:59,Staff,Application,1
2017-07-03 15:49:08,Staff,Application,1
2017-07-03 15:58:56,Staff,Application,1
2017-07-03 16:03:04,Staff,Application,1
2017-07-03 18:55:30,Online,Application,1
2017-07-03 20:24:47,Online,Application,1
2017-07-03 22:13:58,Online,Application,1
2017-07-04 00:00:00,Online,Renewal,1
2017-07-04 00:00:00,Staff,Renewal,13
2017-07-04 20:52:11,Online,Application,1
2017-07-05 00:00:00,Online,Renewal,17
2017-07-05 00:00:00,Staff,Renewal,420
2017-07-05 01:12:07,Staff,Application,1
2017-07-05 01:12:15,Staff,Application,1
2017-07-05 01:12:24,Staff,Application,1
2017-07-05 01:12:32,Staff,Application,1
2017-07-05 01:12:41,Staff,Application,1
2017-07-05 01:12:49,Staff,Application,1
2017-07-05 01:16:44,Staff,Application,1
2017-07-05 01:16:52,Staff,Application,1
2017-07-05 01:17:00,Staff,Application,1
2017-07-05 01:17:08,Staff,Application,1
2017-07-05 01:22:45,Online,Application,1
2017-07-05 01:23:52,Staff,Application,1
2017-07-05 01:24:00,Staff,Application,1
2017-07-05 01:24:09,Staff,Application,1
2017-07-05 01:24:17,Staff,Application,1
2017-07-05 01:24:25,Staff,Application,1
2017-07-05 01:24:42,Staff,Application,1
2017-07-05 01:24:50,Staff,Application,1
2017-07-05 01:24:58,Staff,Application,1
2017-07-05 01:25:05,Staff,Application,1
2017-07-05 01:25:13,Staff,Application,1
2017-07-05 01:25:21,Staff,Application,1
2017-07-05 01:25:28,Staff,Application,1
2017-07-05 01:25:36,Staff,Application,1
2017-07-05 01:25:44,Staff,Application,1
2017-07-05 01:25:52,Staff,Application,1
2017-07-05 01:26:00,Staff,Application,1
2017-07-05 01:27:07,Staff,Application,1
2017-07-05 01:27:15,Staff,Application,1
2017-07-05 01:27:22,Staff,Application,1
2017-07-05 01:27:30,Online,Application,1
2017-07-05 01:27:38,Online,Application,1
2017-07-05 01:27:46,Online,Application,1
2017-07-05 01:27:53,Online,Application,1
2017-07-05 01:28:01,Online,Application,1
2017-07-05 01:28:09,Online,Application,1
2017-07-05 01:28:16,Online,Application,1
2017-07-05 01:28:24,Online,Application,1
2017-07-05 01:28:35,Online,Application,1
2017-07-05 01:28:42,Online,Application,1
2017-07-05 01:28:50,Online,Application,1
2017-07-05 01:28:58,Online,Application,1
2017-07-05 01:29:05,Online,Application,1
2017-07-05 01:29:13,Online,Application,1
2017-07-05 01:29:21,Online,Application,1
2017-07-05 01:29:29,Online,Application,1
2017-07-05 01:29:36,Online,Application,1
2017-07-05 01:29:44,Online,Application,1
2017-07-05 01:30:24,Staff,Application,1
2017-07-05 01:30:32,Online,Application,1
2017-07-05 01:30:41,Staff,Application,1
2017-07-05 01:30:49,Staff,Application,1
2017-07-05 01:30:57,Staff,Application,1
2017-07-05 01:31:05,Staff,Application,1
2017-07-05 01:31:13,Staff,Application,1
2017-07-05 01:31:21,Staff,Application,1
2017-07-05 01:31:28,Staff,Application,1
2017-07-05 01:31:36,Staff,Application,1
2017-07-05 01:31:44,Staff,Application,1
2017-07-05 01:32:23,Online,Application,1
2017-07-05 01:32:31,Online,Application,1
2017-07-05 01:32:39,Online,Application,1
2017-07-05 01:32:47,Online,Application,1
2017-07-05 01:32:55,Online,Application,1
2017-07-05 01:33:02,Online,Application,1
2017-07-05 01:33:10,Online,Application,1
2017-07-05 01:35:38,Online,Application,1
2017-07-05 01:35:51,Online,Application,1
2017-07-05 01:35:59,Online,Application,1
2017-07-05 01:36:07,Online,Application,1
2017-07-05 01:36:15,Online,Application,1
2017-07-05 01:36:22,Online,Application,1
2017-07-05 01:36:30,Online,Application,1
2017-07-05 01:36:38,Online,Application,1
2017-07-05 01:37:02,Staff,Application,1
2017-07-05 01:37:41,Staff,Application,1
2017-07-05 01:38:14,Staff,Application,1
2017-07-05 01:38:22,Staff,Application,1
2017-07-05 01:38:30,Online,Application,1
2017-07-05 01:49:02,Staff,Application,1
2017-07-05 01:49:10,Staff,Application,1
2017-07-05 01:49:17,Staff,Application,1
2017-07-05 01:49:25,Staff,Application,1
2017-07-05 01:49:33,Staff,Application,1
2017-07-05 01:49:40,Staff,Application,1
2017-07-05 01:49:48,Staff,Application,1
2017-07-05 01:49:56,Staff,Application,1
2017-07-05 01:50:04,Staff,Application,1
2017-07-05 01:50:12,Staff,Application,1
2017-07-05 01:50:20,Staff,Application,1
2017-07-05 01:50:27,Staff,Application,1
2017-07-05 01:50:35,Staff,Application,1
2017-07-05 01:50:43,Staff,Application,1
2017-07-05 01:50:51,Staff,Application,1
2017-07-05 01:50:59,Staff,Application,1
2017-07-05 01:51:07,Staff,Application,1
2017-07-05 01:51:15,Staff,Application,1
2017-07-05 01:51:23,Staff,Application,1
2017-07-05 01:51:30,Staff,Application,1
2017-07-05 01:51:38,Staff,Application,1
2017-07-05 01:51:46,Staff,Application,1
2017-07-05 01:51:54,Staff,Application,1
2017-07-05 01:52:02,Staff,Application,1
2017-07-05 01:52:09,Staff,Application,1
2017-07-05 01:52:17,Staff,Application,1
2017-07-05 01:52:25,Staff,Application,1
2017-07-05 01:52:32,Staff,Application,1
2017-07-05 01:54:40,Staff,Application,1
2017-07-05 01:54:47,Staff,Application,1
2017-07-05 01:54:55,Staff,Application,1
2017-07-05 01:55:03,Staff,Application,1
2017-07-05 01:55:10,Staff,Application,1
2017-07-05 01:55:21,Staff,Application,1
2017-07-05 01:55:28,Staff,Application,1
2017-07-05 01:55:36,Staff,Application,1
2017-07-05 01:55:43,Staff,Application,1
2017-07-05 01:55:51,Staff,Application,1
2017-07-05 01:55:59,Staff,Application,1
2017-07-05 01:56:06,Online,Application,1
2017-07-05 01:56:14,Staff,Application,1
2017-07-05 01:56:22,Online,Application,1
2017-07-05 01:56:30,Online,Application,1
2017-07-05 01:56:38,Online,Application,1
2017-07-05 01:56:45,Online,Application,1
2017-07-05 01:56:53,Online,Application,1
2017-07-05 02:02:19,Staff,Application,1
2017-07-05 02:02:28,Online,Application,1
2017-07-05 02:02:37,Online,Application,1
2017-07-05 02:02:45,Online,Application,1
2017-07-05 02:02:54,Online,Application,1
2017-07-05 02:03:06,Staff,Application,1
2017-07-05 02:04:54,Staff,Application,1
2017-07-05 02:05:02,Staff,Application,1
2017-07-05 02:05:11,Staff,Application,1
2017-07-05 02:05:19,Staff,Application,1
2017-07-05 02:05:28,Staff,Application,1
2017-07-05 02:05:37,Staff,Application,1
2017-07-05 02:05:47,Staff,Application,1
2017-07-05 02:05:56,Online,Application,1
2017-07-05 02:06:05,Online,Application,1
2017-07-05 02:06:13,Online,Application,1
2017-07-05 02:06:22,Online,Application,1
2017-07-05 02:06:30,Staff,Application,1
2017-07-05 02:06:39,Staff,Application,1
2017-07-05 02:06:47,Staff,Application,1
2017-07-05 02:06:56,Staff,Application,1
2017-07-05 02:07:04,Staff,Application,1
2017-07-05 02:07:13,Staff,Application,1
2017-07-05 02:07:21,Staff,Application,1
2017-07-05 02:07:33,Staff,Application,1
2017-07-05 02:07:41,Staff,Application,1
2017-07-05 02:07:50,Staff,Application,1
2017-07-05 02:07:59,Staff,Application,1
2017-07-05 02:08:07,Online,Application,1
2017-07-05 02:08:16,Online,Application,1
2017-07-05 02:08:28,Online,Application,1
2017-07-05 02:08:36,Online,Application,1
2017-07-05 02:09:47,Staff,Application,1
2017-07-05 02:09:56,Staff,Application,1
2017-07-05 02:10:04,Staff,Application,1
2017-07-05 02:10:13,Staff,Application,1
2017-07-05 02:10:21,Staff,Application,1
2017-07-05 02:10:29,Staff,Application,1
2017-07-05 02:10:38,Staff,Application,1
2017-07-05 02:10:47,Staff,Application,1
2017-07-05 02:10:55,Staff,Application,1
2017-07-05 02:11:09,Staff,Application,1
2017-07-05 02:11:17,Staff,Application,1
2017-07-05 02:11:26,Staff,Application,1
2017-07-05 02:11:34,Online,Application,1
2017-07-05 02:11:43,Online,Application,1
2017-07-05 02:11:51,Online,Application,1
2017-07-05 02:12:00,Online,Application,1
2017-07-05 02:12:11,Online,Application,1
2017-07-05 02:12:22,Online,Application,1
2017-07-05 02:12:34,Online,Application,1
2017-07-05 02:12:42,Online,Application,1
2017-07-05 02:12:50,Online,Application,1
2017-07-05 02:12:58,Online,Application,1
2017-07-05 02:13:06,Online,Application,1
2017-07-05 02:13:15,Online,Application,1
2017-07-05 02:13:23,Online,Application,1
2017-07-05 08:56:22,Online,Application,1
2017-07-05 08:59:28,Online,Application,1
2017-07-05 08:59:31,Online,Application,2
2017-07-05 09:06:40,Online,Application,1
2017-07-05 09:29:41,Online,Application,1
2017-07-05 09:43:52,Online,Application,1
2017-07-05 09:58:50,Staff,Application,1
2017-07-05 10:03:28,Online,Application,1
2017-07-05 10:09:40,Staff,Application,1
2017-07-05 10:24:57,Staff,Application,1
2017-07-05 10:28:12,Staff,Application,1
2017-07-05 10:30:02,Online,Application,1
2017-07-05 10:43:45,Online,Application,1
2017-07-05 10:45:56,Online,Application,1
2017-07-05 10:59:42,Staff,Application,1
2017-07-05 11:06:02,Staff,Application,1
2017-07-05 11:22:45,Online,Application,1
2017-07-05 11:34:33,Staff,Application,1
2017-07-05 11:39:07,Online,Application,1
2017-07-05 11:40:16,Online,Application,1
2017-07-05 11:44:31,Staff,Application,1
2017-07-05 11:52:00,Online,Application,1
2017-07-05 11:52:14,Online,Application,1
2017-07-05 12:05:21,Staff,Application,1
2017-07-05 12:11:36,Online,Application,1
2017-07-05 12:13:10,Staff,Application,1
2017-07-05 12:31:21,Online,Application,1
2017-07-05 12:39:59,Staff,Application,1
2017-07-05 12:44:16,Online,Application,1
2017-07-05 12:46:36,Staff,Application,1
2017-07-05 13:10:36,Staff,Application,1
2017-07-05 13:18:54,Staff,Application,1
2017-07-05 13:20:31,Online,Application,1
2017-07-05 13:32:32,Online,Application,1
2017-07-05 13:35:14,Online,Application,1
2017-07-05 14:07:57,Staff,Application,1
2017-07-05 14:11:17,Online,Application,1
2017-07-05 14:17:40,Staff,Application,1
2017-07-05 14:38:34,Staff,Application,1
2017-07-05 14:52:59,Staff,Application,1
2017-07-05 14:56:00,Staff,Application,1
2017-07-05 15:05:33,Staff,Application,1
2017-07-05 15:11:43,Online,Application,1
2017-07-05 15:20:20,Online,Application,1
2017-07-05 15:32:09,Online,Application,1
2017-07-05 15:45:45,Online,Application,1
2017-07-05 16:11:36,Online,Application,1
2017-07-05 16:14:24,Staff,Application,1
2017-07-05 16:14:50,Online,Application,1
2017-07-05 16:14:53,Online,Application,1
2017-07-05 16:22:02,Online,Application,1
2017-07-05 16:26:43,Online,Application,1
2017-07-05 16:34:17,Online,Application,1
2017-07-06 00:00:00,Online,Renewal,1
2017-07-06 00:00:00,Staff,Renewal,101
2017-07-06 08:12:51,Online,Application,1
2017-07-06 08:51:53,Online,Application,1
2017-07-06 09:06:52,Online,Application,1
2017-07-06 09:10:44,Online,Application,1
2017-07-06 09:11:35,Online,Application,2
2017-07-06 09:20:53,Staff,Application,1
2017-07-06 09:24:05,Online,Application,2
2017-07-06 09:37:16,Online,Application,2
2017-07-06 09:38:01,Online,Application,1
2017-07-06 09:50:33,Online,Application,1
